E,p,val,val_shared
0.3333333333333333,0.8888888888888888,1.7015999678093243,1.6981005715085284
0.3333333333333333,1.0,1.701828693086513,1.701828693086513
0.38888888888888884,0.0,1.690969049430054,1.690969049430054
0.38888888888888884,0.1111111111111111,1.6871866662683108,1.6871866662683108
0.38888888888888884,0.2222222222222222,1.6850466345345203,1.6850466345345203
0.38888888888888884,0.3333333333333333,1.6844595615880231,1.6844595615880231
0.38888888888888884,0.4444444444444444,1.6843422580077843,1.6843422580077843
0.38888888888888884,0.5,1.683523720057202,1.683523720057202
0.38888888888888884,0.5555555555555556,1.6843422580015202,1.6843422580015202
0.38888888888888884,0.6666666666666666,1.6844595615880162,1.6844595615880162
0.38888888888888884,0.7777777777777777,1.6850466345341355,1.6850466345341355
0.38888888888888884,0.8888888888888888,1.6871866662675608,1.6871866662675608
0.38888888888888884,1.0,1.6909690494192429,1.6909690494192429
0.4444444444444444,0.0,1.6818355864690662,1.6818355864690662
0.4444444444444444,0.1111111111111111,1.6875596737466223,1.677992670190607
0.4444444444444444,0.2222222222222222,1.686083519374954,1.6770608957225166
0.4444444444444444,0.3333333333333333,1.685424926984243,1.6767708799240424
0.4444444444444444,0.4444444444444444,1.6851416954991936,1.676663564702317
0.4444444444444444,0.5,1.6760279120973232,1.6760279120973232
0.4444444444444444,0.5555555555555556,1.6851416954993363,1.6766635647022823
0.4444444444444444,0.6666666666666666,1.6854249269848554,1.6767708799015784
0.4444444444444444,0.7777777777777777,1.6860835193761738,1.6770608957425484
0.4444444444444444,0.8888888888888888,1.687559673757356,1.677992670181039
0.4444444444444444,1.0,1.6818355864691437,1.6818355864691437
0.5,0.0,1.6741685304596698,1.6739578341007149
0.5,0.1111111111111111,1.6723141406357955,1.6723141406357955
0.5,0.2222222222222222,1.6711717126418801,1.6711717126418801
0.5,0.3333333333333333,1.6709935310227775,1.6709935310227775
0.5,0.4444444444444444,1.6709258249214112,1.6709258249214112
0.5,0.5,1.6697601851092547,1.6695303419886096
0.5,0.5555555555555556,1.670925824541903,1.670925824541903
0.5,0.6666666666666666,1.6709935310227575,1.6709935310227575
0.5,0.7777777777777777,1.6711717115912375,1.6711717115912375
0.5,0.8888888888888888,1.6723141406356687,1.6723141406356687
0.5,1.0,1.6741685304169491,1.673957834980484
